Date,Store Zip Code,Product,Payment Type,Units,Amount of Sale,Revenue Discount,COGS
10/19/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,3.12
10/8/2016,89115,Carlota,Debit Visa,1,27.95,0,13.01
10/1/2016,89419,Fun Fly,Visa,1,4.95,0,2.1
10/19/2016,89419,Quad,Debit Visa,6,263.76,0.1,137.1
12/18/2016,89115,Carlota,Visa,1,27.95,0,13.04
11/3/2016,89030,Aspen,Debit Mastercard,1,27.95,0,11.22
12/2/2016,89419,Fun Fly,Cash,12,59.4,0.1875,19.32
10/17/2016,89115,Yanaki,Paypal,3,86.25,0,43.5
12/3/2016,89419,Bellen,Cash,1,24.95,0,14.38
10/24/2016,89419,Quad,Debit Visa,1,43.96,0,20.6
12/17/2016,89030,Yanaki,American Express,1,28.75,0,13.78
11/24/2016,89419,Fun Fly,Paypal,12,59.4,0.1875,49.68
12/2/2016,89115,Majestic Beaut,Paypal,1,32.95,0,20.58
11/23/2016,89419,Quad,Cash,1,43.96,0,21.14
12/4/2016,89030,Aspen,Debit Visa,1,27.95,0,11.94
12/14/2016,89419,Bellen,Cash,1,24.95,0,12.6
11/20/2016,89030,Quad,Mastercard,1,43.96,0,21.23
10/18/2016,89419,Yanaki,Debit Mastercard,1,28.75,0,15.14
11/17/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,2.15
11/29/2016,89030,Aspen,Visa,2,55.9,0,21.28
11/26/2016,89419,Fun Fly,Debit Visa,1,4.95,0,2.55
10/27/2016,89030,Quad,Debit Visa,1,43.96,0,22.14
12/20/2016,89419,Carlota,Debit Mastercard,12,335.4,0.1875,156
10/4/2016,89115,Aspen,Cash,1,27.95,0,11.64
12/16/2016,89115,Aspen,Paypal,12,335.4,0.1875,124.56
11/20/2016,89030,Bellen,Mastercard,2,49.9,0,25.94
10/2/2016,89419,Quad,In Store,1,43.96,0,21.87
11/11/2016,89419,Fun Fly,In Store,1,4.95,0,3.43
11/1/2016,89030,Aspen,Visa,1,27.95,0,11.94
12/20/2016,89030,Aspen,Debit Mastercard,1,27.95,0,12.26
10/26/2016,89419,Bellen,Visa,1,24.95,0,12.2
10/25/2016,89030,Aspen,American Express,1,27.95,0,10.53
10/3/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.86
10/11/2016,89115,Fun Fly,Paypal,1,4.95,0,1.93
10/21/2016,89115,Fun Fly,American Express,1,4.95,0,3.24
11/25/2016,89115,Bellen,Debit Visa,1,24.95,0,12.77
11/2/2016,89115,Majestic Beaut,In Store,2,65.9,0,40.66
11/2/2016,89419,Majestic Beaut,Mastercard,1,32.95,0,20.06
11/15/2016,89419,Carlota,Debit Mastercard,6,167.7,0.1,76.74
12/10/2016,89419,Bellen,Paypal,1,24.95,0,12.38
12/24/2016,89419,Fun Fly,Cash,1,4.95,0,2.86
11/3/2016,89030,Carlota,Debit Visa,1,27.95,0,11.87
10/3/2016,89419,Fun Fly,In Store,1,4.95,0,2.46
10/28/2016,89115,Bellen,Paypal,1,24.95,0,12.77
10/10/2016,89419,Fun Fly,Cash,1,4.95,0,3.42
11/14/2016,89419,Bellen,Debit Visa,1,24.95,0,12.18
11/19/2016,89115,Bellen,Debit Visa,2,49.9,0,24.62
11/21/2016,89115,Carlota,Visa,2,55.9,0,25.62
11/7/2016,89419,Quad,Debit Visa,1,43.96,0,21.47
12/22/2016,89419,Quad,Debit Visa,1,43.96,0,21.7
10/22/2016,89419,Fun Fly,Cash,1,4.95,0,3.38
10/10/2016,89030,Bellen,Paypal,1,24.95,0,12.88
12/1/2016,89419,Aspen,Visa,4,111.8,0.1,47
12/10/2016,89030,Yanaki,American Express,1,28.75,0,14.76
12/19/2016,89419,Yanaki,Debit Mastercard,12,345,0.1875,162.72
12/22/2016,89030,Fun Fly,Cash,6,29.7,0.1,16.86
12/19/2016,89030,Fun Fly,Paypal,1,4.95,0,3.07
11/7/2016,89115,Carlota,Mastercard,1,27.95,0,11.06
10/20/2016,89419,Yanaki,Cash,1,28.75,0,14.39
10/12/2016,89115,Bellen,Mastercard,1,24.95,0,14.21
10/11/2016,89419,Aspen,Visa,1,27.95,0,10.79
11/21/2016,89419,Fun Fly,American Express,1,4.95,0,3.18
11/24/2016,89419,Fun Fly,Paypal,3,14.85,0,12.27
12/7/2016,89030,Carlota,Debit Visa,1,27.95,0,11.73
12/20/2016,89419,Carlota,Debit Visa,1,27.95,0,11.68
12/24/2016,89030,Aspen,Debit Mastercard,6,167.7,0.1,75.9
11/5/2016,89030,Bellen,Debit Mastercard,12,299.4,0.1875,150
12/24/2016,89419,Aspen,Visa,12,335.4,0.1875,130.32
12/9/2016,89030,Majestic Beaut,Visa,1,32.95,0,18.1
10/9/2016,89419,Quad,Paypal,6,263.76,0.1,137.52
12/17/2016,89030,Fun Fly,In Store,1,4.95,0,1.49
12/1/2016,89115,Fun Fly,In Store,1,4.95,0,3.55
11/22/2016,89030,Yanaki,In Store,2,57.5,0,29.02
10/5/2016,89419,Bellen,Cash,1,24.95,0,12.79
10/23/2016,89419,Yanaki,Debit Visa,6,172.5,0.1,82.68
11/9/2016,89419,Bellen,Cash,1,24.95,0,12.49
10/30/2016,89030,Bellen,Paypal,1,24.95,0,12.01
10/5/2016,89115,Carlota,Debit Visa,1,27.95,0,12.62
11/22/2016,89419,Bellen,Cash,1,24.95,0,12.62
10/16/2016,89419,Carlota,Cash,1,27.95,0,13.04
11/5/2016,89115,Quad,Paypal,1,43.96,0,20.4
11/6/2016,89115,Fun Fly,Cash,4,19.8,0.1,9.6
10/31/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,1.85
10/11/2016,89030,Yanaki,Debit Mastercard,12,345,0.1875,181.2
10/22/2016,89115,Fun Fly,Debit Visa,6,29.7,0.1,19.14
11/26/2016,89419,Fun Fly,Debit Visa,1,4.95,0,3.81
11/14/2016,89030,Yanaki,Debit Visa,6,172.5,0.1,90.48
12/19/2016,89419,Quad,Cash,1,43.96,0,21.04
11/3/2016,89419,Bellen,Cash,1,24.95,0,14.08
10/21/2016,89419,Bellen,Debit Visa,4,99.8,0.1,56.36
10/13/2016,89115,Fun Fly,Debit Visa,12,59.4,0.1875,44.4
11/30/2016,89115,Quad,Debit Visa,1,43.96,0,20.34
11/28/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.88
11/19/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,2.91
12/16/2016,89419,Fun Fly,Debit Visa,1,4.95,0,3.42
10/13/2016,89030,Yanaki,In Store,12,345,0.1875,170.52
12/12/2016,89115,Quad,Visa,6,263.76,0.1,126.78
12/10/2016,89419,Majestic Beaut,Visa,6,197.7,0.1,108.78
10/18/2016,89419,Yanaki,Cash,6,172.5,0.1,88.8
11/6/2016,89115,Fun Fly,Visa,1,4.95,0,3.12
10/30/2016,89115,Yanaki,Visa,1,28.75,0,14.51
11/1/2016,89030,Bellen,Debit Visa,12,299.4,0.1875,171.72
11/10/2016,89115,Majestic Beaut,Debit Mastercard,1,32.95,0,19.55
12/8/2016,89030,Fun Fly,Debit Visa,1,4.95,0,1.49
11/27/2016,89115,Quad,Visa,1,43.96,0,21.07
12/22/2016,89030,Quad,Debit Mastercard,2,87.92,0,41.74
11/17/2016,89030,Aspen,Paypal,1,27.95,0,12.66
11/7/2016,89115,Bellen,Mastercard,2,49.9,0,27.32
11/10/2016,89115,Bellen,Mastercard,1,24.95,0,12.1
12/9/2016,89419,Carlota,Debit Visa,2,55.9,0,23.82
11/3/2016,89419,Yanaki,Debit Visa,6,172.5,0.1,85.38
12/20/2016,89419,Carlota,American Express,1,27.95,0,13.06
11/21/2016,89030,Bellen,Debit Mastercard,1,24.95,0,12.21
11/18/2016,89419,Carlota,Mastercard,1,27.95,0,13.11
12/17/2016,89030,Quad,Visa,6,263.76,0.1,124.92
11/22/2016,89030,Yanaki,Debit Visa,1,28.75,0,16.06
12/14/2016,89115,Quad,American Express,1,43.96,0,22.59
12/20/2016,89030,Aspen,Mastercard,1,27.95,0,11.16
10/28/2016,89115,Fun Fly,Cash,4,19.8,0.1,10.76
12/6/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,3.37
12/15/2016,89115,Aspen,American Express,1,27.95,0,11.88
10/14/2016,89030,Quad,Debit Visa,1,43.96,0,22.54
12/8/2016,89030,Bellen,Visa,1,24.95,0,11.92
10/5/2016,89030,Fun Fly,Debit Visa,1,4.95,0,2.47
11/28/2016,89115,Bellen,Paypal,1,24.95,0,13.09
11/3/2016,89030,Quad,Mastercard,1,43.96,0,22.62
12/5/2016,89030,Carlota,Visa,2,55.9,0,26.5
11/8/2016,89419,Carlota,Cash,1,27.95,0,11.85
12/24/2016,89419,Majestic Beaut,Visa,1,32.95,0,20.31
12/4/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,3.24
12/6/2016,89030,Bellen,Cash,1,24.95,0,12.6
10/2/2016,89419,Quad,Debit Mastercard,1,43.96,0,21.69
11/16/2016,89030,Aspen,Cash,1,27.95,0,10.66
12/22/2016,89030,Fun Fly,Visa,1,4.95,0,4.15
10/8/2016,89419,Aspen,Debit Mastercard,1,27.95,0,11.75
10/21/2016,89030,Carlota,Debit Visa,2,55.9,0,24.9
12/7/2016,89115,Aspen,Debit Visa,1,27.95,0,10.84
11/6/2016,89030,Fun Fly,Visa,12,59.4,0.1875,33.12
11/8/2016,89115,Fun Fly,Cash,1,4.95,0,2.08
11/30/2016,89419,Yanaki,Debit Visa,1,28.75,0,15.92
12/8/2016,89030,Quad,Debit Mastercard,1,43.96,0,22.47
10/13/2016,89419,Fun Fly,Cash,1,4.95,0,3.8
10/7/2016,89419,Yanaki,Cash,6,172.5,0.1,88.14
12/13/2016,89115,Fun Fly,Cash,2,9.9,0,6.88
11/4/2016,89030,Bellen,Visa,1,24.95,0,14
10/11/2016,89115,Aspen,Debit Visa,1,27.95,0,12.11
12/23/2016,89030,Yanaki,Cash,1,28.75,0,14.32
10/11/2016,89030,Bellen,Debit Visa,1,24.95,0,13.8
11/14/2016,89115,Fun Fly,Cash,1,4.95,0,3.41
12/10/2016,89115,Fun Fly,Visa,12,59.4,0.1875,30.36
11/9/2016,89419,Yanaki,Debit Visa,12,345,0.1875,175.32
12/15/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,3.11
12/21/2016,89115,Quad,Cash,6,263.76,0.1,136.68
10/30/2016,89030,Fun Fly,Debit Visa,12,59.4,0.1875,24.48
10/12/2016,89419,Majestic Beaut,Cash,2,65.9,0,36.4
10/23/2016,89115,Aspen,Debit Visa,1,27.95,0,11.81
12/17/2016,89115,Fun Fly,American Express,1,4.95,0,1.77
12/23/2016,89115,Majestic Beaut,American Express,1,32.95,0,19.14
10/6/2016,89419,Fun Fly,Visa,1,4.95,0,1.88
11/3/2016,89419,Aspen,Debit Visa,12,335.4,0.1875,135.36
10/8/2016,89419,Yanaki,Paypal,1,28.75,0,14.19
11/27/2016,89115,Bellen,Paypal,1,24.95,0,13.77
11/3/2016,89030,Fun Fly,Cash,1,4.95,0,2.1
10/10/2016,89030,Aspen,Debit Mastercard,1,27.95,0,12.31
11/11/2016,89030,Yanaki,Visa,12,345,0.1875,185.52
11/12/2016,89115,Bellen,Mastercard,1,24.95,0,12.17
10/6/2016,89419,Quad,Visa,1,43.96,0,20.92
11/12/2016,89419,Yanaki,Debit Visa,1,28.75,0,14.28
10/8/2016,89115,Quad,Debit Mastercard,6,263.76,0.1,135.84
12/17/2016,89115,Quad,In Store,1,43.96,0,20.88
11/5/2016,89115,Aspen,Mastercard,1,27.95,0,12.8
10/2/2016,89030,Fun Fly,Visa,1,4.95,0,2.32
11/19/2016,89419,Aspen,Debit Mastercard,1,27.95,0,10.96
11/13/2016,89115,Majestic Beaut,Cash,1,32.95,0,20.35
11/12/2016,89030,Fun Fly,Cash,3,14.85,0,10.98
11/7/2016,89115,Bellen,Debit Mastercard,1,24.95,0,11.82
10/10/2016,89115,Bellen,Debit Visa,1,24.95,0,14.12
10/15/2016,89419,Quad,Debit Visa,1,43.96,0,22.43
11/24/2016,89030,Fun Fly,Debit Visa,4,19.8,0.1,8.56
10/14/2016,89419,Quad,Visa,2,87.92,0,41.56
11/15/2016,89030,Bellen,Cash,12,299.4,0.1875,147.96
10/14/2016,89030,Aspen,Paypal,12,335.4,0.1875,151.2
10/12/2016,89419,Bellen,Visa,1,24.95,0,12.34
12/1/2016,89419,Bellen,Visa,1,24.95,0,13
11/19/2016,89419,Bellen,Debit Visa,2,49.9,0,28.3
11/12/2016,89419,Quad,Mastercard,1,43.96,0,22.08
12/11/2016,89115,Fun Fly,Visa,1,4.95,0,3.37
12/24/2016,89115,Bellen,Visa,1,24.95,0,14.25
11/20/2016,89115,Majestic Beaut,Paypal,12,395.4,0.1875,215.4
11/1/2016,89030,Aspen,Visa,2,55.9,0,25.66
10/8/2016,89030,Yanaki,Visa,3,86.25,0,44.04
12/21/2016,89030,Fun Fly,American Express,12,59.4,0.1875,34.8
12/17/2016,89115,Quad,Cash,1,43.96,0,21.8
10/15/2016,89115,Majestic Beaut,Paypal,1,32.95,0,18.67
10/11/2016,89030,Aspen,In Store,1,27.95,0,11.92
10/28/2016,89030,Yanaki,Visa,1,28.75,0,14.91
11/14/2016,89030,Fun Fly,Mastercard,1,4.95,0,1.58
10/1/2016,89419,Fun Fly,Debit Visa,12,59.4,0.1875,32.04
12/3/2016,89115,Aspen,American Express,1,27.95,0,11.53
10/22/2016,89030,Fun Fly,Visa,4,19.8,0.1,11.08
10/24/2016,89419,Fun Fly,American Express,1,4.95,0,1.86
10/13/2016,89115,Majestic Beaut,Debit Visa,1,32.95,0,19.59
11/11/2016,89115,Fun Fly,Cash,1,4.95,0,3.35
11/6/2016,89419,Majestic Beaut,Debit Visa,1,32.95,0,19.1
10/26/2016,89419,Quad,Paypal,1,43.96,0,21.82
10/14/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,2.1
11/24/2016,89030,Yanaki,Cash,1,28.75,0,14.28
10/24/2016,89030,Yanaki,Mastercard,1,28.75,0,14.34
12/20/2016,89419,Quad,Debit Visa,1,43.96,0,20.5
11/12/2016,89419,Aspen,Visa,1,27.95,0,10.69
10/15/2016,89030,Aspen,Visa,6,167.7,0.1,65.28
11/22/2016,89030,Fun Fly,American Express,1,4.95,0,3.82
12/2/2016,89419,Aspen,Mastercard,3,83.85,0,34.83
12/10/2016,89030,Aspen,Visa,1,27.95,0,11.27
10/27/2016,89115,Yanaki,Debit Visa,1,28.75,0,15.06
10/24/2016,89030,Quad,Debit Visa,1,43.96,0,20.56
11/21/2016,89115,Fun Fly,Debit Mastercard,12,59.4,0.1875,48.96
10/1/2016,89419,Quad,Mastercard,6,263.76,0.1,128.64
12/23/2016,89030,Yanaki,Visa,1,28.75,0,15.09
10/13/2016,89419,Aspen,Visa,1,27.95,0,11.79
11/25/2016,89115,Yanaki,Paypal,1,28.75,0,15.61
10/12/2016,89419,Yanaki,Paypal,1,28.75,0,13.78
11/5/2016,89115,Quad,Debit Mastercard,1,43.96,0,20.93
11/29/2016,89115,Majestic Beaut,Debit Visa,1,32.95,0,20.61
10/31/2016,89115,Aspen,Debit Visa,1,27.95,0,12.1
11/29/2016,89030,Aspen,Debit Mastercard,12,335.4,0.1875,149.4
11/12/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.63
10/23/2016,89115,Carlota,Debit Mastercard,1,27.95,0,11.62
11/7/2016,89030,Aspen,Debit Mastercard,12,335.4,0.1875,139.92
12/11/2016,89419,Fun Fly,Mastercard,4,19.8,0.1,8.04
12/13/2016,89419,Fun Fly,Cash,1,4.95,0,2.65
11/14/2016,89115,Bellen,Cash,1,24.95,0,13.28
12/24/2016,89419,Fun Fly,Visa,6,29.7,0.1,18.84
11/24/2016,89030,Bellen,Debit Visa,1,24.95,0,12.13
10/26/2016,89115,Fun Fly,Cash,1,4.95,0,2
10/4/2016,89030,Bellen,Debit Visa,1,24.95,0,11.91
12/12/2016,89115,Carlota,Debit Visa,12,335.4,0.1875,152.64
11/6/2016,89030,Aspen,Debit Mastercard,1,27.95,0,10.91
11/22/2016,89419,Bellen,Visa,1,24.95,0,12.32
10/30/2016,89115,Fun Fly,Cash,1,4.95,0,2.8
10/29/2016,89030,Fun Fly,Cash,1,4.95,0,3.49
10/7/2016,89419,Yanaki,Debit Visa,6,172.5,0.1,85.92
11/25/2016,89115,Quad,Debit Visa,6,263.76,0.1,135.72
11/5/2016,89115,Yanaki,Debit Mastercard,1,28.75,0,15.93
10/11/2016,89419,Fun Fly,In Store,1,4.95,0,1.64
11/23/2016,89115,Bellen,Visa,1,24.95,0,14.09
12/8/2016,89115,Bellen,Paypal,12,299.4,0.1875,164.88
11/1/2016,89030,Aspen,Debit Visa,1,27.95,0,10.71
12/19/2016,89419,Bellen,American Express,6,149.7,0.1,83.22
11/17/2016,89115,Fun Fly,Debit Visa,2,9.9,0,6.96
10/2/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,4.03
11/6/2016,89419,Bellen,Debit Mastercard,1,24.95,0,12.29
12/17/2016,89115,Bellen,Debit Visa,1,24.95,0,13.88
11/18/2016,89115,Quad,Cash,1,43.96,0,20.54
12/17/2016,89419,Fun Fly,Debit Visa,1,4.95,0,2.25
10/13/2016,89115,Quad,Mastercard,4,175.84,0.1,92
10/13/2016,89030,Fun Fly,Paypal,12,59.4,0.1875,45.24
10/8/2016,89115,Yanaki,Debit Visa,6,172.5,0.1,96.84
10/21/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.83
11/30/2016,89030,Yanaki,Debit Visa,1,28.75,0,16.14
12/14/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.83
10/3/2016,89419,Bellen,American Express,1,24.95,0,12.06
10/15/2016,89115,Yanaki,Debit Visa,1,28.75,0,14.98
12/3/2016,89030,Fun Fly,Mastercard,1,4.95,0,2.26
11/10/2016,89419,Carlota,Debit Visa,1,27.95,0,10.85
12/3/2016,89419,Fun Fly,Cash,1,4.95,0,2.94
10/7/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.81
10/27/2016,89030,Yanaki,Visa,1,28.75,0,15.71
12/2/2016,89115,Aspen,Debit Mastercard,6,167.7,0.1,62.58
10/18/2016,89419,Yanaki,Debit Visa,12,345,0.1875,189.96
10/24/2016,89030,Quad,Cash,1,43.96,0,22.1
10/5/2016,89419,Carlota,Debit Visa,2,55.9,0,23.18
12/11/2016,89115,Yanaki,Cash,6,172.5,0.1,86.76
12/7/2016,89115,Fun Fly,Cash,1,4.95,0,3.92
11/28/2016,89030,Bellen,Paypal,1,24.95,0,11.84
10/28/2016,89030,Bellen,Debit Visa,6,149.7,0.1,76.86
11/30/2016,89115,Yanaki,Debit Mastercard,1,28.75,0,14.19
10/29/2016,89030,Yanaki,Debit Visa,6,172.5,0.1,93.96
11/19/2016,89030,Bellen,Mastercard,1,24.95,0,11.88
11/24/2016,89419,Yanaki,Debit Visa,1,28.75,0,14.49
11/27/2016,89419,Fun Fly,Cash,1,4.95,0,3.67
12/6/2016,89115,Fun Fly,Visa,6,29.7,0.1,16.8
10/20/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.65
10/2/2016,89115,Fun Fly,Cash,1,4.95,0,1.93
12/3/2016,89419,Yanaki,Cash,1,28.75,0,14.21
11/3/2016,89115,Aspen,Debit Visa,1,27.95,0,12.6
11/11/2016,89115,Carlota,In Store,1,27.95,0,11.42
11/1/2016,89030,Yanaki,Cash,1,28.75,0,15.56
12/10/2016,89030,Quad,Cash,3,131.88,0,68.67
12/7/2016,89030,Yanaki,Visa,1,28.75,0,15.47
10/14/2016,89030,Carlota,Cash,12,335.4,0.1875,148.44
10/29/2016,89419,Fun Fly,American Express,2,9.9,0,5.86
11/1/2016,89419,Bellen,Cash,2,49.9,0,25.86
12/9/2016,89115,Carlota,Mastercard,6,167.7,0.1,78.72
10/11/2016,89419,Aspen,Debit Visa,1,27.95,0,11.62
11/10/2016,89115,Fun Fly,Mastercard,1,4.95,0,2.38
10/28/2016,89115,Yanaki,Visa,6,172.5,0.1,96.96
10/12/2016,89115,Aspen,Debit Mastercard,1,27.95,0,12.2
12/8/2016,89115,Majestic Beaut,Paypal,1,32.95,0,20.13
10/9/2016,89419,Quad,Debit Visa,1,43.96,0,22.2
12/20/2016,89115,Majestic Beaut,Debit Mastercard,1,32.95,0,20.46
12/18/2016,89419,Fun Fly,Cash,1,4.95,0,1.94
10/15/2016,89115,Majestic Beaut,Debit Mastercard,1,32.95,0,19.61
11/5/2016,89419,Quad,Debit Visa,1,43.96,0,22.75
10/29/2016,89115,Quad,Debit Mastercard,2,87.92,0,41.3
10/6/2016,89115,Carlota,Visa,3,83.85,0,38.1
12/4/2016,89419,Bellen,Cash,4,99.8,0.1,52.52
12/10/2016,89030,Quad,Debit Visa,1,43.96,0,22.01
12/20/2016,89419,Fun Fly,Visa,1,4.95,0,2.82
11/22/2016,89115,Carlota,Debit Mastercard,1,27.95,0,11.48
12/1/2016,89419,Aspen,Debit Visa,1,27.95,0,12.38
10/30/2016,89030,Aspen,Debit Mastercard,1,27.95,0,12.24
11/3/2016,89419,Fun Fly,Paypal,1,4.95,0,3.2
11/30/2016,89419,Yanaki,American Express,2,57.5,0,29.54
11/16/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,1.95
10/17/2016,89030,Yanaki,Cash,1,28.75,0,15.28
11/8/2016,89115,Aspen,Debit Mastercard,12,335.4,0.1875,144.6
10/24/2016,89419,Fun Fly,Debit Visa,2,9.9,0,7.24
12/12/2016,89115,Aspen,Debit Mastercard,4,111.8,0.1,44.88
12/16/2016,89115,Fun Fly,Debit Visa,1,4.95,0,3.05
11/18/2016,89030,Majestic Beaut,Visa,12,395.4,0.1875,225.24
10/21/2016,89030,Fun Fly,Visa,1,4.95,0,2.2
10/12/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.02
12/24/2016,89419,Carlota,Debit Visa,1,27.95,0,12.25
11/9/2016,89419,Majestic Beaut,Debit Visa,1,32.95,0,18.91
10/7/2016,89115,Quad,Debit Visa,6,263.76,0.1,132.84
11/17/2016,89419,Fun Fly,Paypal,1,4.95,0,2.24
12/17/2016,89419,Bellen,Cash,6,149.7,0.1,79.14
12/1/2016,89030,Fun Fly,Debit Mastercard,4,19.8,0.1,14.84
12/15/2016,89030,Bellen,Paypal,1,24.95,0,13.3
11/22/2016,89419,Bellen,Debit Mastercard,1,24.95,0,14.42
10/21/2016,89419,Yanaki,Cash,12,345,0.1875,190.68
12/9/2016,89030,Fun Fly,Debit Visa,2,9.9,0,3.82
10/20/2016,89115,Majestic Beaut,Cash,1,32.95,0,18.23
10/15/2016,89030,Fun Fly,Cash,4,19.8,0.1,7.76
12/9/2016,89030,Fun Fly,Cash,12,59.4,0.1875,18.36
11/26/2016,89419,Quad,Paypal,1,43.96,0,21.75
11/19/2016,89419,Quad,Visa,1,43.96,0,22.49
11/30/2016,89419,Quad,Debit Mastercard,3,131.88,0,64.41
12/11/2016,89419,Carlota,Cash,3,83.85,0,38.04
10/5/2016,89030,Bellen,Debit Mastercard,3,74.85,0,36.21
12/10/2016,89030,Fun Fly,Debit Mastercard,6,29.7,0.1,12.48
10/14/2016,89030,Quad,Debit Visa,1,43.96,0,20.59
12/10/2016,89419,Quad,Mastercard,1,43.96,0,22.57
11/7/2016,89115,Bellen,Visa,4,99.8,0.1,55.52
12/9/2016,89115,Fun Fly,Mastercard,1,4.95,0,3.19
12/23/2016,89115,Bellen,American Express,1,24.95,0,12.8
12/7/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,3.48
12/24/2016,89115,Bellen,Debit Visa,6,149.7,0.1,76.32
11/26/2016,89030,Bellen,Cash,6,149.7,0.1,73.32
10/22/2016,89030,Fun Fly,American Express,1,4.95,0,2.66
10/4/2016,89419,Bellen,Debit Visa,2,49.9,0,23.58
11/17/2016,89419,Bellen,American Express,6,149.7,0.1,77.88
12/14/2016,89419,Aspen,Cash,1,27.95,0,11.44
10/6/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,3.96
11/26/2016,89115,Yanaki,Cash,1,28.75,0,15.33
12/13/2016,89419,Bellen,Cash,1,24.95,0,12.94
10/7/2016,89419,Carlota,Mastercard,1,27.95,0,11.88
10/21/2016,89030,Aspen,Debit Visa,12,335.4,0.1875,138.6
10/10/2016,89115,Quad,Visa,1,43.96,0,20.82
12/20/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.76
10/10/2016,89419,Yanaki,Visa,6,172.5,0.1,96.48
11/8/2016,89115,Bellen,Debit Mastercard,6,149.7,0.1,71.04
10/1/2016,89030,Fun Fly,Visa,1,4.95,0,3.49
10/16/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,2.25
10/22/2016,89030,Fun Fly,Debit Visa,12,59.4,0.1875,43.44
11/14/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,3.81
11/30/2016,89030,Majestic Beaut,Debit Visa,1,32.95,0,20.14
11/14/2016,89419,Fun Fly,Debit Visa,1,4.95,0,3.33
12/4/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,1.93
10/23/2016,89115,Bellen,Debit Visa,3,74.85,0,39.42
11/21/2016,89419,Yanaki,Debit Visa,2,57.5,0,28.02
10/15/2016,89419,Fun Fly,Cash,1,4.95,0,2.81
10/26/2016,89419,Bellen,Debit Visa,1,24.95,0,12.06
10/7/2016,89115,Aspen,Debit Mastercard,12,335.4,0.1875,136.92
12/10/2016,89030,Quad,In Store,1,43.96,0,22.83
10/11/2016,89419,Carlota,In Store,1,27.95,0,12.38
12/16/2016,89115,Quad,Debit Visa,1,43.96,0,20.55
12/12/2016,89030,Fun Fly,Paypal,1,4.95,0,4
11/5/2016,89419,Fun Fly,In Store,1,4.95,0,1.57
12/10/2016,89419,Bellen,In Store,1,24.95,0,13.31
12/3/2016,89115,Aspen,Mastercard,3,83.85,0,38.73
12/9/2016,89115,Yanaki,Debit Mastercard,1,28.75,0,14.82
10/9/2016,89115,Fun Fly,Debit Visa,12,59.4,0.1875,45
10/5/2016,89419,Quad,Visa,2,87.92,0,43.8
10/15/2016,89419,Majestic Beaut,Debit Mastercard,3,98.85,0,56.37
10/6/2016,89115,Fun Fly,American Express,12,59.4,0.1875,25.92
11/23/2016,89419,Carlota,Debit Visa,1,27.95,0,11
10/7/2016,89419,Bellen,Debit Visa,1,24.95,0,11.96
11/4/2016,89030,Yanaki,Debit Visa,1,28.75,0,15.52
11/17/2016,89115,Aspen,Debit Visa,6,167.7,0.1,66.24
10/6/2016,89419,Quad,Debit Visa,4,175.84,0.1,89.76
12/14/2016,89115,Fun Fly,Mastercard,1,4.95,0,4.04
10/13/2016,89030,Aspen,Cash,1,27.95,0,11.84
10/25/2016,89115,Yanaki,American Express,1,28.75,0,15.81
11/11/2016,89030,Quad,Cash,1,43.96,0,20.68
10/6/2016,89030,Yanaki,Cash,1,28.75,0,14.79
11/7/2016,89030,Bellen,Debit Visa,12,299.4,0.1875,144.36
11/28/2016,89115,Fun Fly,Debit Visa,12,59.4,0.1875,29.52
12/4/2016,89115,Yanaki,Debit Visa,1,28.75,0,15.12
11/22/2016,89419,Bellen,Visa,12,299.4,0.1875,153.84
12/4/2016,89030,Fun Fly,Visa,1,4.95,0,3.58
12/24/2016,89115,Aspen,Cash,1,27.95,0,10.39
12/8/2016,89115,Fun Fly,Mastercard,1,4.95,0,2.81
11/9/2016,89419,Yanaki,Cash,2,57.5,0,30
12/1/2016,89419,Majestic Beaut,Cash,12,395.4,0.1875,215.04
12/13/2016,89419,Fun Fly,Debit Visa,1,4.95,0,3.5
10/1/2016,89419,Yanaki,In Store,2,57.5,0,29.36
11/1/2016,89419,Carlota,Debit Visa,1,27.95,0,12.43
